"","text","yearweek"
"821","vaccine mythbusters",202118
"822","finally    wondering   community  mostly vaccinated  coronavirus well    slo county covid19 vaccination facts   looking  
imaginedoing  super cool jedi mind trick hand wave thingy 

",202118
"823","finds    advantage  say  things  coronavirus vaccinationfoxnews",202118
"824","walkups continue tuesday   minnesota state fairgrounds covid vaccination site open 106 today

",202118
"825"," good stats  nc vaccinations 

",202118
"826","cdc says  beforeok 

",202118
"827","louisville vaccination rates covid19 coronavirus 

per",202118
"828"," highland village fire depament   conducting  vaccination clinic  tuesday may 11  thursday may 13 2021 registration  required   close   slots  full 
",202118
"829","indian prime minister narendra modi  sunday urged citizens  abandon indecision  vaccination  stressed     mother  fully vaccinated   new coronavirus",202126
"830","already  los angeles county  pace   variants spread  motivated officials  reinstate mask guidance  public indoor spaces regardless  vaccination status
",202126
"831","saying  may  time  bring back masks regardless  vaccination status

",202126
"832","delta variant covid vaccine vaccination comes kansas    know cdc midwest missouri
",202125
"833","en us models predict us coronavirus infections  surge  fall  vaccination rates lag former fda chief says ar aalfgzs
",202125
"834","insanity first month  vaccination saw 14m doses  113 deaths repoed  one    later revealed    causal relationship  vax
meanwhile  people die  covid every single day  unvaccinated  pretty much  ones dying
",202125
"835","massachusetts  rolling  vaccination clinics  wheels aimed  protecting  people    coronavirus",202125
"836","chiyodaku tokyo calling   discontinuation  vaccination
  total  450 doctors nationwide   raised concerns   safety   new coronavirus vaccine submitted  petition   ministry  health labor",202125
"837","kcps students wont need  mask  school   provide proof  covid19 vaccinationgoogleales",202125
"838","just  gov brown says  state  reopen wednesday    vaccination rate reaches 70 whichever comes first",202125
"839"," think  weird  people  offering incentives weed money gift cards etc  get  coronavirus vaccination either  want   ",202125
"840","models predict us coronavirus infections  surge  fall  vaccination rates lag former fda chief says
 jeanne whalen

",202125
"841","great story fromonpanering withto host mobile vaccination clinics  three   centers across  state  week healthcare publichealth",202125
"842","philly hits 70 paially vaxxed higher   citiesdespite health depament setbacksviaphilly getvaccinated covid19vaccination",202125
"843"," says children   get covid19 vaccination   time

",202125
"844","get  covid vaccine   south philly today  tomorrow  28pm 

 appointment needed 

",202125
"845","need  vaccine card drop   get  shot  south philly today

 every mondaytuesday   bok building 28p  appointment needed

",202123
"846","models predict us coronavirus infections  surge  fall  vaccination rates lag former fda chief says",202125
"847","cnnvaccination rates plunge   states slowing progress   fight  end covid19


via",202123
"848","cnna dangerous coronavirus variant   rise  cause outbreaks  states  low vaccination rates expe says


via",202124
"849"," former head   fda warned  delta variant  covid19  lead   surge  states  low vaccination ratesviacovid19 coronavirus coronaviruspandemic coronavirusoutbreak covidvaccine deltavariant",202125
"850","florida won  preliminary injunction   cdcs covid19 safety  vaccination requirements  cruise ships  set sailviaflorida covid19 coronavirus coronaviruspandemic",202124
"851","      look   uk 99 percent  cases   delta variant  cases  undeniably rising despite high vaccination rates

 something    least prepared   isnt 

",202125
"852","breaking president biden  slated  visit raleigh  thursday  encourage  people  get vaccinated  covid wral 

",202124
"853","thats quite remarkable  less  six months  officelets  take  accomplishment  granted  probably   hit 1 million dead  trump instead

biden admin  delivered 300m vaccine doses  150 days",202124
"854","whats wrong   jerk    make  sense

 new executive order   arizona governor says students   mandated  take  covid19 vaccine  submit covid19 vaccination documents
",202124
"855","king county leading  way  vaccinations second   san juan county",202124
"856","hmmmcovid19 cases  37  missouri   last 7 days blamed  deltavariant uhmissouriis  anywhere near iowa  fast   spread now  ialegis amp covidkim stomped masks   ground iapolitics vaccination",202124
"857","  amazing  strikingly impressive operation  felt lucky  see    brought  son    first dose",202124
"858","
vaccination   safe  effective way  prevent disease  save lives keep    family healthy  getting vaccinated  covid19 learn morevaccineready",202124
"859","
mobile dropin vaccination site tomorrow 62 930   330 pm  grossmont college 8800 grossmont college dr el cajon

vaccine johnson amp johnson  pfizer



teamvaccine",202122
"860","farce covid wasnt treated   managed  critical levels  icu beds   talks  vaccine administration vaccination   treatment farce

  us  saved  lives 5 alternate scenarios   vaccine rollout",202124
"861"," 81  massachusetts residents 18 years  older    least one covid19 shot    communities  bristol county   barely reached 50 

",202124
"862"," guardian vermont drops  covid restrictions  first state  reach 80 vaccination


via",202124
"863"," new executive order   arizona governor says students   mandated  take  covid19 vaccine  submit covid19 vaccination documents
",202124
"864","got myvaxxed wristband today lockdownextension covid19 covidvaccination corona coronavirus vaccine vaccination vaccinated",202124
"865","texas covid hospitalizations increase  delta variant spreads  vaccination rate remains flat


via",202124
"866"," dangerous covid19 variant   rise  cause outbreaks  us states  lower vaccination rates expe sayscnn",202124
"867"," anyone find  surprising anyone

coronavirus infections dropping  people  vaccinated rising     post analysis finds",202124
"868","cnna dangerous coronavirus variant   rise  cause outbreaks  states  low vaccination rates expe says


via",202124
"869","dhec kicks  vaccination campaign aimed  faith communityvia",202123
"870","get  shot mayor sylvester turner went bar hopping  increase houstons vaccination ratevia",202123
"871","  todays walkup vaccination sites  testing sites

preregister  testing sites  
 vaccination oppounities

vaccines amp tests   free

dchope",202123
"872","  todays walkup vaccination sites  testing sites

preregister  testing sites  
 vaccination oppounities

vaccines amp tests   free

dchope",202123
"873","  todays walkup vaccination sites  testing sites

preregister  testing sites  
 vaccination oppounities

vaccines amp tests   free

dchope",202122
"874","  todays walkup vaccination sites  testing sites

preregister  testing sites  
 vaccination oppounities

vaccines amp tests   free

dchope",202122
"875","lyftwill cover   15  uberwill cover   25  way  select vaccination sites",202123
"876","weenie antivaxxers thankfully  people  indiana aint  stoopid goiu 

protestors demand iu lifts covid19 vaccination requirement",202123
"877","hospital suspends workers   complying  coronavirus vaccination policy",202123
"878","hospital suspends workers   complying  coronavirus vaccination policy",202123
"879","houston methodist hospital suspends workers   complying  coronavirus vaccination policy",202123
"880","hospital suspends workers   complying  coronavirus vaccination policy",202123
"881","de blasio stated  nyc public schools   mobile vaccination sites  current school year ends  june 25   city wants  maintain  sites   schools  kids  summer programs
shant shahrigian via
engagevoters",202123
"882","hospital suspends workers   complying  coronavirus vaccination policy
idiotas",202123
"883","  know  ingredients    vaccinethe key  antigens  active ingredient  causes  immune response   body vaccination vaccinated vaccineswork getvaccinated covid19 covid coronavirus",202123
"884","   countrys vaccination rate really curious  theory   vaccination availability  extremely skewed  need  see  needs help  send help
coronavirus covid19 vaccinationforall helpvaccinatetheworld
 vaccinated",202123
"885","thank god joe biden ishe took  coronavirus seriously unlike  previous idiot   white house  amp  administration  worked tirelessly  make sure   effective covid19 vaccination program   available  everyone   reopened america",202123
"886","mr president us gov response   excellent vaccinating amp controlling coronavirus

 week  hea  tea pay calif  spoke  married men  amp  families    vaccinated

   anti vaccination  want full fda ceification  temporary",202122
"887","good news  philly region covid19 

",202122
"888","kihei  haiku   lowest covid vaccination rates  maui

newmaps show  rate   3545

 

hawaiinewsnow hawaiinews hinews hnn coronavirus vaccine",202122
"889","looking  info  themobile covid19 vaccine unit  maine
 ",202122
"890"," mean sitting assholes",202122
"891","ny  eliminate indoor mask rule  schools camps monday regardless  vaccination status",202122
"892"," latest data fromindicates    twothirds  westhollywood residents 682 23394 people  received  least one dose  vaccine

visitto sign    vaccination appointment",202122
"893","next week vaccination sites open 24hrs  friday pharmacies  extending hours parents   provided free childcare via local daycare ctrs free rides via lyftuber employer tax incentives  vax pto
text 438829 vaccinate
covid shotsattheshop coronavirus health",202122
"894","anheuserbusch beer  latest vaccine incentive  biden month  actionbiden  set  update  nation wednesday   vaccination rollout   plans  get 70  adults paially vaccinated  independence dayvia",202122
"895","montagnier claims   covid19 vaccines  produced  new coronavirus variants    curve  vaccination  followed   curve  deaths thanks  antibody dependent enhancement  also  true",202122
"896","mass vaccination clinics set  open   inlive   w  preview amp  king co  dealing w lack  supply  covid19 coronavirus vaccine",202105
"897","history unfolding  wa  1st frontline workersamp paramedic get pfizercovidvaccineall seemed eager amp excited  get vaccinationmoment  hope amid covid19 coronavirus pandemic live coveragenoonw",202051
"898","antivaxxers  maga ladies  gentlemen 

",202104
"899","washington post coronavirus mutations add urgency  vaccination effo  expes warn  long battle ahead


via",202104
"900","larry hogan governor larry hogan collects  taxes   md failing  vaccination stress test 39th   50 states shame",202104
"901","coronavirus mutations add urgency  vaccination effo  expes warn  long battle ahead
 joel achenbach  ariana eunjung cha

",202104
"902","  city   mass vaccination effo  disrupted  covidiots todaynumber  latinos dying daily  covid soars 1000  los angeles",202104
"903","lovely  fenway park  gillette stadium  vaccination sites   get  vaccine   olive garden    ",202104
"904","better business bureau warns  sharing covid19 vaccine cards  social media coronavirus 

 via",202104
"905","never mind  found  readable page  whenhow  vaccine rollout  work

",202102
"906"," latino community  los angeles cant wait  cant take weekdays   antivaxxers just happen   targeting  main mass vaccination site 
",202104
"907"," ugliness  antivaxersvaccineswork",202104
"908","hank aaron got  covid vaccination two weeks   death antivaxxer morons including rfk jr  trying  link    death",202103
"909","   vaccination centers  crowded    seattle   night     rush  get people vaccinated   middle   night due   freezer failure",202104
"910"," includes  911 mastermind financier etc    america  vaccinated",202104
"911","america 2021 younger healthier computersavvy seniors  beating   infirm  scarce coronavirus vaccination appointments 



",202104
"912"," total  10000 covid19 vaccines   administered today  sentara 5000   given   scope arena     appointments

 details ",202104
"913"," systematic racism  happening   coronavirus vaccine  good ole boy system  allowing white elderly people gettheir vaccination   races",202104
"914"," state   immediate plans  add  workers   vaccination distribution list",202104
"915","dad takes  first coronavirus vaccination shot like  trooper francia gets  tomorrowpublix super market   shoppes  fiddlesticks",202104
"916","hi jennifer  can find  vaccination phases  additional information ",202104
"917","multiple covid19 vaccine appointments  available   next  days  anyone 70  older just across  river  louisville       indiana residentis  statewide site  sign ",202104
"918","didyouknow vaccination   safe way  help prevent covid19    impoant tool  help stop  pandemic vaccines  tested  evaluated  clinical trials  safety   top priority learn ",202104
"919","major breaking news breaking covid19 weather coronavirus coronavirusuk covidvaccine vaccination biden capitolriots capitolsiege snow chicago stimulus donaldtrump trump pfizer breakingnews whitehouse stormcnntownhall biden chinavirus covid19ab",202104
"920","major breaking news breaking covid19 weather coronavirus coronavirusuk covidvaccine vaccination biden capitolriots capitolsiege snow chicago stimulus donaldtrump trump pfizer breakingnews whitehouse storm",202104
"921","biden calls  100m vaccines  first 100 days   presidency

",202102
"922","covid19 vaccination progress repo  far  good cdc says

",202104
"923","just got dosed 2nd dose coming   3 weeks coronavirus vaccine vaccination covid19 wearamask",202104
"924"," risk  schools   student  teacher transmission   coronavirus  transmission among adults  work  schools    vaccination  critical",202104
"925","vaccination round 1very well organized thanks    volunteersvaccine vaccination statefarmstadium azdhs covid19 coronavirus",202104
"926","today  told    school district  ga  vaccinated 40   employees despite educators  falling within current phase 1a  vaccine administration update medical center  elbeon   suspended  vaccination program  6 mo",202104
"927","texas threatened  withhold vaccines  dallas county   proposed plan  target specific communities  paicular need ie black  brown  prioritized vaccination

 surprise  dispropoionately vaccinating whites 

",202104
"928","four new mass vaccination clinics  open  week across washington",202104
"929"," douglas county health depament dchd   community paners  host four community clinics beginning  february   unprecedented effo  provide douglas county residents 80 years  age  older   covid19 vaccine 

",202104
"930","tell  real truth      vaccine  big pharma  making money     vaccines  aboutvia",202104
"931","los angeles county residents   65 years old  older can now register  covid19 vaccination appointments 

residents  internet access   computer  urged  useto sign    vaccination appointment",202104
"932","nowwants    transparent  vaccination informationwill change  dashboard  include  breakdown  vaccine doses   local health district level link",202104
"933","ohio covid19 vaccination programvia",202104
"934"," white house covid response team  delivering  briefingthe first  regular briefings  coronavirus vaccine response joebiden announced plans  speedup vaccination provision yesterday",202104
"935"," asked   chose  receive  vaccine ltc kim responded   can   pa   effo  beat covid
covid19 covidvaccine coronavirus vaccination covidvaccination covid19",202104
"936","biden says masks best defense  coronavirus even  vaccination campaign ramps 
   plan   just telling people   wanted  hear  election time       covid    always   bidens mo wake 
",202104
"937"," good news illinois  moving  phase 1b  vaccination distribution

find  location near  

new windsor illinois",202104
"938","list  hampton roads  surrounding areas covid19 vaccination plansvia",202104
"939","  four devices trying  register   covid19 vaccine covid19 covid19 coronavirus vaccination   almost    ",202104
"940","monterey county  moving  1b  begining  vaccinate    75 years  oldervaccine  still limitedclinics   75 plus amp   phase 1a  available  

covidvaccine repost",202104
"941","speed amp extent  coronavirus vaccinations  country bycovid19 covid covidvaccine",202104
"942","   getting  news  national tv networks  listen   newspapers  subscribe   repoing  major vaccination clinicsbeing canceled  governors  others complaining   vaccineone example",202104
"943","city drops philly fighting covid  vaccination paner   failed  disclose forprofit armvia",202104
"944","anheuserbusch  donating  money    spent   ad  coronavirus vaccination awareness effos",202104
"945","uk expands coronavirus vaccination rollout  death toll nears 100k",202104
"946","budweiser joins coke pepsi brands  sitting  super bowlinstead budweiser said  donating  money    spent   ad  coronavirus vaccination awareness effosvia",202104
"947","  fucking mess fail",202104
"948","  just two weeks ago",202103
"949","cumulative covid19 vaccination doses administered per 100 people",202103
"950","nc redirected thousands  vaccines meant  places like greensboro  favor  mass vaccination events  charlotte motor speedway  bank  america stadium 
",202103
"951"," 1400 stimulus checks  go    get coronavirus vaccination smanews 

try tonic water

ill  sure  let twitter know   next stimulus payment isgot 120000 usd   japanese cult made  go thru quick  60000 usd",202103
"952","staten island va clinic  open covid vaccination site  local veterans staing january 26thvia",202103
"953","free coronavirus vaccination clinic underway  columbiana countywill  details onat noon21 news drone powered ",202103
"954","newly sworn  president joe biden   advisers  inheriting  coronavirus vaccine distribution plan  speak    trump administration sources tell cnn posing  significant challenge   new white house

repost
",202103
"955"," vaccinations  covid19  distributed across  united states  ready   got vaccinated stickers stopthespread decals americanmarketingcompany readytoship stock stickers labels printing covid coronavirus vaccine vaccination igotvaccinated print amc",202103
"956","buffalo police depament deletes tweet critical  erie county vaccination effoa buffalo police spokesperson referred   posting   unauthorized tweet saying    reflect  opinion   depamentvia",202103
"957","cnn    news org

newly sworn  president joe biden   advisers  inheriting  coronavirus vaccine distribution plan  speak    trump administration sources tell cnn posing  significant challenge   new white house",202103
"958","biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources saycnnpolitics",202103
"959","covid may  mutating faster   can reach herd immunity  either vaccination  infection
",202103
"960","howard university hospital coronavirus vaccination information",202103
"961","cnn biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources say


via",202103
"962","biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources say

",202103
"963","biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources say

",202103
"964","biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources say

",202103
"965","       last 10 months biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources saycnnpolitics",202103
"966","biden inheriting nonexistent coronavirus vaccine distribution plan  must sta  scratch sources say

",202103
"967","president joe bidens plan includes creating federally funded mass covid19 vaccination sites releasing  majority   doses  expanding vaccine eligibility

",202103
"968","ohio joins  list  states    toss coronavirus vaccines   werent properly stored  adding   issues many   just  get  vaccination appointmentrepos",202103
"969","now preps  underway  charlotte motor soeedway  clear speedway christmas  prepare  track   used   mass vaccination site   told  vaccinations   likely take place   garage area   infield",202103
"970","waiting   coronavirus vaccination",202103
"971"," excited   training  newest members   vaccinator army
",202103
"972","greene county   second largest population   counties covered   noheast regional health office   one   lowest covid19 vaccination rates   region

",202103
"973","heads   tomorrow

",202102
"974"," barrier   seeking  shot healthcare group uses credit company  verify identity  vaccination",202103
"975"," lack  supply   process  sign   led   frustration among  seeking  covid19 vaccination
",202103
"976"," day 1 longbeach said  1800 people  expected  receive  vaccine   new mass vaccination site",202103
"977","cottage hospital  allowing santa barbara residents age 75  sign    information   drivethrough vaccination clinic",202103
"978"," vaccination events   appointment  delawareans   65  older can register atregistration ",202103
"979","us records 400000 covid19 deaths   continues  slowwalk  vaccination drive

",202103
"980","wait
wtf  yall 
phase 4
holy shit
",202103
"981","newannounces  list  covid19 vaccination sites sites  10  16 maine counties right now   phase 1a  mainers ages 70  must make  apptnewscentermaine",202103
"982","live india  provide covid vaccines  bhutan  free says pm tshering
 
download  toi app now
",202103
"983","  learn   link connected  booking appointments   dodgers vaccination site",202102
"984","florida covid19 vaccination update 117
 1007716 total vaccinations 
 915897 received first dose
 91819 received  doses  time
 40974 overdue  second shot 
",202102
"985"," one   many oppounities  ny state access  link 


coronavirus publichealth spreadknowledgenotfear sleevesup",202102
"986","long islanders struggle  secure appointment  covid19 vaccinationvia",202102
"987","
olderadults  priority vaccination group  facing long lines crashing websites  jammed phonelines  florida  hurried vaccination plans crumble beneath  pressure   public health emergency read   latest via",202102
"988","
patients  acute heafailure double  risk  dying   get covid19   highrisk group     priority  vaccination covid coronavirus 

cardionews cardiotwitter",202101
"989","unitedstates vaccine vaccination vaccines hhs azar trump healthcare health sarscov2 coronavirus covid covid19 
 surprise  united states federal government didnt  reserve  20 million c19 vaccine doses    told hhs secretary azar resigned",202102
"990","wellmed  reopen covid19 vaccination hotline  saturday  schedule appointmentssince saturday january 9  wellmed hotline  received   79 millions callsvia",202102
"991","biden unveils  plan   coronavirus vaccination blitz",202102
"992","dodger stadium mass coronavirus vaccination site now open",202102
"993"," first us covid19 vaccine given  new york  morning  mass vaccinations begin

",202051
"994"," conclude  theis deliberately messing  vaccination  spreading misinformation creating oppounities  line jumping fouling web sites  phone hot lines  incompetence  borderline criminal   consider lives   stake",202102
"995","   last week sd   one   nations leaders  vaccinations  inoculating  public hinges upon shipments    unceain",202102
"996","covid19 vaccine update  hoosier age 70  older  eligible  schedule  vaccination appointment   closest vaccination site  booked  may try  later  see   appointments open  schedule  another available site schedule ",202102
"997","zoo miami vaccination site opens    people  appointments today  limited doses coming  next week",202102
"998"," marketing strategy truly unique   covid19 eraa chicago bar  offering patrons  10 gift card  getting vaccinated 
",202102
"999","bidens 19 trillion coronavirus relief package includes

 1400 stimulus checks
 400  week unemployment insurance
 50 billion  expand testing
 20 billion   national vaccination program
 130 billion  school reopening
 push  15 minimum wage",202102
"1000","ktrktv houstons minute maid park lot  serve  covid19 vaccine mega site  weekend
",202102
"1001"," spoke  soon",202102
"1002","directing  hospitals  sta opening phase 1b clinics  launching online poal   can find vaccination sites
",202102
"1003","yankee stadium  become mass coronavirus vaccination site",202102
"1004","sleepy joe says hell b layin  2day  vaccination amp economic rescue package 2 beat coronavirussince hes  hidin   basement 4 almost 1 yr hes clueless  pres trump  already done    abovegive credit   deserves itpres trump amp",202102
"1005","stefano boeri designs prefabricated vaccination pavilions  1500 italian squaresvia",202102
"1006","unsanitized  great race  vaccination versus mutation",202102
"1007"," pit  administer covid vaccines  site  vaccinate  estimated 3000 people  day 

",202102
"1008","watch linn co public health leaders  holding  presser regarding linn county covid19 vaccination effos

",202102
"1009","state  open first mass coronavirus vaccination site  gillette stadium",202102
"1010","dont hide   democratsafter receiving  coronavirus vaccine   safe  see friends  family

",202102
"1011","disneyland  serve  mass covid19 vaccination site  monumental task says county supervisor",202102
"1012","local news

   age 65  older   like  get  covid19 vaccination please preregister using  link 
 
gulf county

 
  information   covid19 vaccines  can visit 

",202102
"1013","la officials  going  pull  plug  coronavirus testing  dodgerstadium  weekand conve    vaccination site insteadcapable  giving 12000 shots per day",202102
"1014"," concern   spread   uk strain   coronavirus   reason  expanding  vaccination eligibility",202102
"1015","great  see spos  enteainment venues  activated   vaccine push",202102
"1016"," world health organization   warned  social distancing measures  need  stay  place   rest   year even  vaccination rollouts get  way globally   takes time  build  herd immunity
",202102
"1017","covid19 vaccine mega center opens  fair park  dallas coronavirus",202102
"1018","covid19 vaccine mega center opens  fair park  dallasvia",202102
"1019","  monday  said 2067900 doses   distributed across texas   877815 doses   administered  texans 
 texas covid19 covidvaccine",202102
"1020","connecticut showing us    priority groups without wasting doses

cc",202102
"1021","vaccination plan   working former fda official warns

",202102
"1022","level 1b  set per rule   hud senior aptmeans   included now put  1c level instead probably  many areas read  rule done dec 2  sous coronavirus vaccination plan  working former fda official warnscnn",202102
"1023","city announces 2 coronavirus mass vaccination sites  staten island one opens wednesday",202102
"1024","mega covid19 vaccination center opening  dallas today  fair park 140000 residents  registered judge clay jenkins expects  get  around 14000  week   sites  requested  doses   state ",202102
"1025","live blog national guard members assisting  piedmont vaccination appointments fill quicklywxii12 winstonsalem",202102
"1026","come  panj  can  better",202101
"1027","israeli authorities  lock  country   third time despite  coronavirus vaccination drive",202101
"1028","louisiana officials figured  biggest problem facing  state   mass covid vaccination effo    lack  dosesand  take  deep dive   really went wrongvialalege lagov",202101
"1029"," quickly curb  pandemic    calls  change  vaccination process dr fauci  adamantly opposed   idea
 ampvia 
 
engagevotersus covid19 vaccine",202101
"1030","michigan covid19 vaccination timeline 

michigan covid19 vaccine website 

prioritization guidance 

faq 

covid19",202101
"1031","kchd shifting priority  vaccination changing contact tracing strategy
",202101
"1032","  second covid19 vaccination dose one local doctor suffered  side effects
  toldfriday night onat 11pm    woh 
watch
",202101
"1033","showed  covid19 vaccination process  firefighters   sacramento region including   metrofirethis helps us stay healthy   can achieve  priority  allhazardallrisk emergency service delivery   community",202101
"1034","icymilink   vaccination roll  plan  pennsylvania check   tier   inlegal services  1c thanks  pba pres david schwager ",202101
"1035","huge covid 19vaccination centers  open  across nyc next week

  get  covid 19 vaccine

coronavirus coronavirusuk vaccinations vacunacovid19",202101
"1036"," laughlin prepares  receive  covid19 vaccine  47th medical group  created  frequently asked questions page  ",202101
"1037","covid19 vaccination slots  full sign  forales latest covid vaccine updates  central florida adventhealth event  oia filled  latest state numbers",202101
"1038"," people get  lay around  house  day dr stephanie sterling aninfectious disease expe treats patients  oversees vaccination effos  trials

",202101
"1039","lets consider
az   highest infection rate globally ampis staing spring 2021 next week
   mentionedweather vaccination  taking place soon   essential workers amp educators
amp 

",202101
"1040","allegiant stadium   used  covid19 vaccination sitevegas raiders stadium coronavirus",202101
"1041"," instance   ",202101
"1042","historically herd immunity   reached   without  vaccine  8 months
",202101
"1043"," receiving  2nd dose  thevaccine 

     date info  bchs vaccination clinic visit",202101
"1044","tells federal government  pick   pace  deliver vaccines story   impoant details  next steps byfor
",202101
"1045","vaccination appointments   urgent care    phase 1b  fullvaccine covid19 coronavirus stcn southtexascommunitynewsvaccine roll  continues  south texas",202101
"1046"," need 

 county  high incidence tn 
ran    initial doses  vaccine last friday  completing  vaccination     first tier  priority  inoculations

fauci says us needs  time  catch   vaccine rollout",202101
"1047","dr norman c francis  named street   vaccine   one week

dr norman c francis former first lady  new orleans sybil morial  alden mcdonald libey bank  rolled   sleeves  received  1st vaccination yesterday

",202101
"1048","maricopa county  enter phase 1b covid19 vaccination stage next monday",202101
"1049","first responders  next  receive  covid19 vaccination  updates   status   vaccine distribution click   register

",202101
"1050","  early  fun morning helping allowviewers  seeamp hear from2icu docs   received  2nd dose   recently approved pfizerbiontech covid19 vaccine en route  immunity
coronavirus pandemic nbc",202101
"1051","   feeling   arrival   covid19 vaccine nervous hopeful one mckinney assisted living facility   excited  turned  vaccination clinic   pay check   onat 10",202101
"1052","floridahad  tense exchange  arepoer  monday  tuesday  met   hospital ceo  tampa  announced  new coronavirus vaccination plan without informing local news outlets   stops",202101
"1053","im  excited im getting covid19 vaccination  january 5th

covid news phoenix arizona covid19 coronavirus community maricopacounty",202052
"1054","maricopa county currently   brief prescreening form online   can use  sign    vaccination 

sign  



covid news phoenix arizona covid19 coronavirus community maricopacounty",202052
"1055","good morning sweet babiesim getting  vaccinationtoday

covid phoenix arizona covid19 coronavirus",202101
"1056"," get  vaccinationtomorrow 

covid phoenix arizona covid19 coronavirus",202101
"1057","maricopa county currently   brief prescreening form online   can use  sign    vaccination 

sign  



covid phoenix arizona covid19 coronavirus community maricopacounty",202052
"1058","  like  know  people  california hospitals  coronavirus cant get vaccinated     virus   vaccination  work   thank ",202101
"1059","frustratinglyhas one   slowest vaccine roll outs   countrysimpler categories  standing  state vaccination sites  help speed things upspeed  impoant ",202101
"1060","iowa vaccination rate  national average",202101
"1061","wtop dc sets covid19 vaccination target dates


via",202101
"1062","iowa vaccination rate  national average despite criticism  slow rollout 
",202101
"1063","anger frustration growing  georgia covid vaccination effo coronavirus",202101
"1064","jordan health   news read  jordan health staff vaccination  covid19",202101
"1065","covid19 vaccines  arrived  central florida   eligible  receive one



covid19 covid19vaccine orlando healthcareheroes",202101
"1066"," broadbent arena preparing   press conference wandthe arena  opening  morning   first mass vaccination drivethru site   city first   list   coronavirus vaccine   healthcare workers amp first responders",202101
"1067","coronavirus updates trump administration falls far sho  vaccination goals  new virus variant looms
 derek hawkins

",202053
"1068","stay safe  2021  may   half way done  final coronavirus vaccination   devils   morning coffee",202053
"1069"," glad  see redcap  used   covid19 vaccination plan   state  tennesseeand also   20  us states",202053
"1070","floridas firstcome firstserve covid19 vaccination plan   elderly leads  scramble
",202053
"1071"," really  try  send  state    atlantic  call  dumbfuckistan  elect  leader dumbfuckatrump

floridas firstcome firstserve covid19 vaccination plan   elderly leads  scramblecnn",202053
"1072","biden receives first dose  covid19 vaccine  live television

",202052
"1073","floridas firstcome firstserve covid19 vaccination plan   elderly leads  scramble

",202053
"1074","   medical assistant      can draw blood   vein   give  vaccination  nys     course   take   able  vaccinate   gladly join  forces   coronavirus vaccinators",202053
"1075"," us  nowhere close  meeting  coronavirus vaccination goal   end  2020 via",202053
"1076","kamala harris receives coronavirus vaccine  previously opposed 

just 3 months ago  said     trust  vaccination developed   supervision   trump administration

",202053
"1077","  need  know   us covid19 vaccination program 

",202051
"1078","elevating folks 75  azs next 1b vaccination phase  meaningful thanks  azs independent vaccine prioritization committee   evidencebased decision

    1m persons  1b  senior outreach   key heres  update",202053
"1079","covidvaccine
cdc issues new covid vaccination guidance  people  preexisting conditions",202053
"1080","covidvaccine covid19

coronavirus vaccination proof  play key role  global economy",202052
"1081","kmbc kansas city cvs walgreens  sta vaccination effo monday  longterm care facilities  kansas missouri


via",202053
"1082","coronavirus

repo travel insurers likely  make vaccination  requirement

",202053
"1083","cdc issues new covid vaccination guidance  people  preexisting conditions",202053
"1084"," vaccine informationthe pa  history  gb complication   interesting

covid19 vaccination considerations  persons  underlying medical conditionscdc",202053
"1085","stefano boeri designs prefabricated vaccination pavilions  1500 italian squaresvia",202053
"1086","us requiring  passengers  uk  provide  negative coronavirus test   require  negative test   arrivals  proof  vaccination 
 employer requires   enter  confines    negative test   times  seems reasonable",202052
"1087","educators  included  phase 1b  missouris covid19 vaccination plan  next group  line   right now    plans  require teachers  staff  get vaccinated",202052
"1088"," patients  cancer may  offered vaccination  covid19  long  components   vaccine   contraindicated",202052
"1089","coronavirus vaccination proof  play key role  global economy",202052
"1090","coronaviruses   known  decades covid 19   disease  get  sarscov2    new highly contagious strand  coronavirus discovered  2019  vaccination   coronavirus years ago   help   strand michael",202052
"1091","vaccination nation fox35   source    latest coronavirus vaccines news     air now",202052
"1092","can employers make covid19 vaccines mandatory  answer  yes   exceptionsdo  agree",202052
"1093"," newdashboard  n vaccinations    useful last  checked  showedof vaccinations staed      better isof vaccinations staed among    recommended  get   phase 1a 13",202052
"1094","im   age  68 fo  qualify   coronavirus vaccination",202052
"1095"," small  delaware  occasion id sit    cathedral choir  de    major services  gave   oppounity  sing  tabe mase  nurse practitioner  administered joe bidens vaccine  national television today

",202052
"1096"," 
coronavirus vaccination",202052
"1097","biden receives first dose  covid19 vaccine  live television

",202052
"1098","people 75 yrs  older  essential workers  first  get coronavirus vaccine
coronavirus vaccination",202052
"1099","verify yes  covid19 vaccine might make  feel ill  means  workingvia",202051
"1100","verify yes  covid19 vaccine might make  feel ill  means  workingvia",202051
"1101","  workers   guaranteed free treatment  infected prior  vaccination covid  literally  occupational hazard 

",202051
"1102","since    afraid  tell    tell 
donaldtrumpyou   path forward  go pack  shit

omg     last nerve   

bidenwon 
bidenharris 
joebiden kamalaharris
covid19 covid19 coronavirus
vaccination",202051
"1103","    priority   race  elderly  get  vaccination

",202051
